county_name,county_id,1a,1a1c,1a_2c,1a3c,2a1w,2a1w1c,2a1w2c,2a1w3c,2a,2a1c,2a2c,2a3c
"Sevier County, Arkansas",05133,"$19,585","$38,934","$49,985","$64,494","$31,759","$38,020","$43,329","$46,694","$31,759","$43,384","$55,515","$65,702"
"Sharp County, Arkansas",05135,"$19,243","$38,934","$49,985","$64,740","$31,348","$38,020","$43,329","$46,941","$31,348","$43,384","$55,515","$65,948"
"Stone County, Arkansas",05137,"$19,257","$38,947","$49,999","$64,521","$31,348","$38,034","$43,343","$46,722","$31,348","$43,398","$55,529","$65,729"
"Union County, Arkansas",05139,"$19,832","$39,741","$50,792","$65,206","$31,937","$38,828","$44,137","$47,406","$31,937","$44,192","$56,323","$66,413"
"Van Buren County, Arkansas",05141,"$19,585","$38,934","$49,985","$64,385","$32,142","$38,020","$43,329","$46,585","$32,142","$43,384","$55,515","$65,593"
"Washington County, Arkansas",05143,"$19,982","$40,630","$51,682","$68,448","$32,963","$39,717","$45,026","$50,649","$32,963","$45,081","$57,212","$69,656"
"White County, Arkansas",05145,"$19,476","$39,262","$50,313","$66,437","$31,581","$38,349","$43,658","$48,637","$31,581","$43,713","$55,844","$67,645"
"Woodruff County, Arkansas",05147,"$19,243","$38,934","$49,985","$65,958","$31,348","$38,020","$43,329","$48,158","$31,348","$43,384","$55,515","$67,166"
"Yell County, Arkansas",05149,"$19,243","$38,934","$49,985","$65,958","$31,348","$38,020","$43,329","$48,158","$31,348","$43,384","$55,515","$67,166"
"Alameda County, California",06001,"$27,771","$55,947","$63,357","$80,505","$42,959","$52,416","$57,893","$68,104","$42,959","$60,717","$69,097","$82,210"
"Alpine County, California",06003,"$22,731","$46,888","$54,298","$65,970","$35,058","$43,357","$48,834","$53,569","$35,058","$51,658","$60,038","$67,675"
"Amador County, California",06005,"$22,159","$48,727","$56,137","$69,430","$36,420","$45,196","$50,673","$57,029","$36,420","$53,497","$61,877","$71,135"
"Butte County, California",06007,"$20,701","$46,043","$53,453","$67,032","$34,663","$42,512","$47,990","$54,632","$34,663","$50,813","$59,193","$68,738"
"Calaveras County, California",06009,"$22,867","$47,092","$54,502","$69,103","$35,889","$43,561","$49,039","$56,702","$35,889","$51,862","$60,242","$70,808"
"Colusa County, California",06011,"$21,791","$45,512","$52,922","$66,787","$34,036","$41,981","$47,458","$54,386","$34,036","$50,282","$58,662","$68,492"
"Contra Costa County, California",06013,"$27,771","$55,947","$63,357","$80,505","$42,959","$52,416","$57,893","$68,104","$42,959","$60,717","$69,097","$82,210"
"Del Norte County, California",06015,"$22,377","$46,302","$53,712","$67,945","$34,622","$42,771","$48,248","$55,544","$34,622","$51,072","$59,452","$69,650"
"El Dorado County, California",06017,"$23,439","$49,054","$56,464","$72,004","$37,496","$45,523","$51,000","$59,604","$37,496","$53,824","$62,204","$73,710"
"Fresno County, California",06019,"$22,254","$45,716","$53,126","$66,310","$34,786","$42,185","$47,663","$53,910","$34,786","$50,487","$58,866","$68,016"
"Glenn County, California",06021,"$21,914","$45,675","$53,085","$66,678","$34,159","$42,145","$47,622","$54,277","$34,159","$50,446","$58,825","$68,383"
"Humboldt County, California",06023,"$22,731","$47,882","$55,292","$70,274","$35,821","$44,351","$49,829","$57,874","$35,821","$52,652","$61,032","$71,980"
"Imperial County, California",06025,"$20,674","$45,471","$52,881","$66,719","$34,391","$41,940","$47,417","$54,318","$34,391","$50,241","$58,621","$68,424"
"Inyo County, California",06027,"$24,257","$47,555","$54,965","$69,798","$36,883","$44,024","$49,502","$57,397","$36,883","$52,326","$60,705","$71,503"
"Kern County, California",06029,"$22,104","$45,553","$52,963","$66,760","$34,350","$42,022","$47,499","$54,359","$34,350","$50,323","$58,703","$68,465"
"Kings County, California",06031,"$21,233","$46,561","$53,971","$67,700","$34,813","$43,030","$48,507","$55,299","$34,813","$51,331","$59,711","$69,405"
"Lake County, California",06033,"$22,445","$46,397","$53,807","$68,081","$34,690","$42,867","$48,344","$55,681","$34,690","$51,168","$59,547","$69,787"
"Lassen County, California",06035,"$22,663","$47,324","$54,734","$68,476","$35,371","$43,793","$49,270","$56,076","$35,371","$52,094","$60,474","$70,182"
"Los Angeles County, California",06037,"$25,878","$53,494","$60,905","$76,227","$40,616","$49,964","$55,441","$63,827","$40,616","$58,265","$66,645","$77,933"
"Madera County, California",06039,"$21,519","$45,144","$52,554","$66,011","$33,764","$41,613","$47,091","$53,610","$33,764","$49,914","$58,294","$67,716"
"Marin County, California",06041,"$29,896","$61,096","$68,506","$86,676","$46,991","$57,565","$63,042","$74,275","$46,991","$65,866","$74,246","$88,381"
"Mariposa County, California",06043,"$21,342","$44,994","$52,404","$63,613","$33,655","$41,463","$46,941","$51,212","$33,655","$49,765","$58,144","$65,318"
"Mendocino County, California",06045,"$22,608","$47,078","$54,488","$67,877","$35,426","$43,548","$49,025","$55,476","$35,426","$51,849","$60,228","$69,582"
"Merced County, California",06047,"$20,783","$45,280","$52,690","$66,433","$34,091","$41,749","$47,227","$54,032","$34,091","$50,051","$58,430","$68,138"
"Modoc County, California",06049,"$19,993","$43,128","$50,538","$63,273","$33,178","$39,597","$45,074","$50,872","$33,178","$47,898","$56,278","$64,978"
"Mono County, California",06051,"$26,259","$51,506","$58,916","$71,718","$40,248","$47,975","$53,452","$59,318","$40,248","$56,276","$64,656","$73,424"
"Monterey County, California",06053,"$25,537","$51,260","$58,671","$75,001","$39,213","$47,730","$53,207","$62,601","$39,213","$56,031","$64,411","$76,707"
"Napa County, California",06055,"$25,156","$53,712","$61,123","$77,971","$40,262","$50,182","$55,659","$65,570","$40,262","$58,483","$66,863","$79,676"
"Nevada County, California",06057,"$24,366","$48,713","$56,123","$71,500","$36,625","$45,182","$50,660","$59,100","$36,625","$53,483","$61,863","$73,206"
"Orange County, California",06059,"$29,229","$56,846","$64,256","$81,813","$43,735","$53,315","$58,792","$69,412","$43,735","$61,616","$69,996","$83,518"
"Placer County, California",06061,"$23,439","$49,054","$56,464","$72,004","$37,496","$45,523","$51,000","$59,604","$37,496","$53,824","$62,204","$73,710"
"Plumas County, California",06063,"$21,233","$47,160","$54,570","$66,310","$35,262","$43,629","$49,107","$53,910","$35,262","$51,930","$60,310","$68,016"
"Riverside County, California",06065,"$24,107","$49,707","$57,118","$72,032","$37,878","$46,177","$51,654","$59,631","$37,878","$54,478","$62,858","$73,737"
"Sacramento County, California",06067,"$23,439","$49,054","$56,464","$72,004","$37,496","$45,523","$51,000","$59,604","$37,496","$53,824","$62,204","$73,710"
"San Benito County, California",06069,"$23,371","$50,743","$58,153","$74,484","$37,905","$47,212","$52,689","$62,083","$37,905","$55,513","$63,893","$76,189"
"San Bernardino County, California",06071,"$24,107","$49,707","$57,118","$72,032","$37,878","$46,177","$51,654","$59,631","$37,878","$54,478","$62,858","$73,737"
"San Diego County, California",06073,"$26,464","$52,895","$60,305","$77,304","$39,921","$49,364","$54,842","$64,903","$39,921","$57,666","$66,045","$79,009"
"San Francisco County, California",06075,"$29,896","$61,096","$68,506","$86,676","$46,991","$57,565","$63,042","$74,275","$46,991","$65,866","$74,246","$88,381"
"San Joaquin County, California",06077,"$21,778","$47,119","$54,529","$69,144","$35,521","$43,589","$49,066","$56,743","$35,521","$51,890","$60,269","$70,849"
"San Luis Obispo County, California",06079,"$24,761","$51,002","$58,412","$74,865","$38,682","$47,471","$52,948","$62,464","$38,682","$55,772","$64,152","$76,571"
"San Mateo County, California",06081,"$29,896","$61,096","$68,506","$86,676","$46,991","$57,565","$63,042","$74,275","$46,991","$65,866","$74,246","$88,381"
"Santa Barbara County, California",06083,"$26,259","$51,778","$59,188","$73,639","$40,316","$48,247","$53,725","$61,238","$40,316","$56,548","$64,928","$75,345"
"Santa Clara County, California",06085,"$28,725","$56,914","$64,324","$82,153","$43,477","$53,383","$58,860","$69,752","$43,477","$61,684","$70,064","$83,859"
"Santa Cruz County, California",06087,"$26,968","$56,205","$63,615","$78,516","$41,937","$52,675","$58,152","$66,115","$41,937","$60,976","$69,356","$80,221"
"Shasta County, California",06089,"$23,576","$47,255","$54,666","$69,348","$36,052","$43,725","$49,202","$56,947","$36,052","$52,026","$60,406","$71,053"
"Sierra County, California",06091,"$22,254","$46,234","$53,644","$67,850","$34,568","$42,703","$48,180","$55,449","$34,568","$51,004","$59,384","$69,555"
"Siskiyou County, California",06093,"$20,742","$45,198","$52,609","$66,147","$34,282","$41,668","$47,145","$53,746","$34,282","$49,969","$58,349","$67,852"
"Solano County, California",06095,"$23,726","$50,293","$57,703","$73,830","$38,504","$46,763","$52,240","$61,429","$38,504","$55,064","$63,443","$75,535"
"Sonoma County, California",06097,"$24,843","$51,492","$58,902","$75,587","$38,886","$47,961","$53,439","$63,186","$38,886","$56,262","$64,642","$77,293"
"Stanislaus County, California",06099,"$21,505","$46,847","$54,257","$68,749","$35,535","$43,316","$48,793","$56,348","$35,535","$51,617","$59,997","$70,454"
"Sutter County, California",06101,"$20,647","$45,212","$52,622","$66,038","$34,268","$41,681","$47,159","$53,637","$34,268","$49,982","$58,362","$67,743"
"Tehama County, California",06103,"$20,483","$45,893","$53,303","$66,624","$34,322","$42,362","$47,840","$54,223","$34,322","$50,664","$59,043","$68,329"
"Trinity County, California",06105,"$23,221","$47,296","$54,706","$69,416","$35,480","$43,766","$49,243","$57,016","$35,480","$52,067","$60,446","$71,122"
"Tulare County, California",06107,"$21,314","$44,654","$52,064","$65,520","$33,709","$41,123","$46,600","$53,120","$33,709","$49,424","$57,804","$67,226"
"Tuolumne County, California",06109,"$21,505","$47,310","$54,720","$69,430","$35,371","$43,779","$49,256","$57,029","$35,371","$52,080","$60,460","$71,135"
"Ventura County, California",06111,"$26,232","$54,598","$62,008","$78,312","$40,875","$51,067","$56,544","$65,911","$40,875","$59,368","$67,748","$80,017"
"Yolo County, California",06113,"$23,984","$49,490","$56,900","$72,645","$36,992","$45,959","$51,436","$60,244","$36,992","$54,260","$62,640","$74,350"
"Yuba County, California",06115,"$20,647","$45,212","$52,622","$66,038","$34,268","$41,681","$47,159","$53,637","$34,268","$49,982","$58,362","$67,743"
"Adams County, Colorado",08001,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"Alamosa County, Colorado",08003,"$21,265","$45,175","$54,836","$67,923","$33,649","$40,316","$45,920","$49,830","$33,649","$50,056","$60,709","$69,668"
"Arapahoe County, Colorado",08005,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"Archuleta County, Colorado",08007,"$21,879","$46,458","$56,118","$70,153","$34,011","$41,598","$47,202","$52,060","$34,011","$51,339","$61,991","$71,898"
"Baca County, Colorado",08009,"$21,251","$45,147","$54,808","$69,916","$33,649","$40,288","$45,892","$51,824","$33,649","$50,028","$60,681","$71,661"
"Bent County, Colorado",08011,"$20,596","$45,147","$54,808","$67,881","$32,729","$40,288","$45,892","$49,789","$32,729","$50,028","$60,681","$69,626"
"Boulder County, Colorado",08013,"$25,502","$52,688","$62,348","$81,025","$39,433","$47,828","$53,432","$62,932","$39,433","$57,569","$68,221","$82,770"
"Broomfield County, Colorado",08014,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"Chaffee County, Colorado",08015,"$21,210","$45,984","$55,644","$71,143","$33,342","$41,124","$46,728","$53,050","$33,342","$50,865","$61,517","$72,888"
"Cheyenne County, Colorado",08017,"$20,596","$45,147","$54,808","$68,997","$32,729","$40,288","$45,892","$50,904","$32,729","$50,028","$60,681","$70,741"
"Clear Creek County, Colorado",08019,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"Conejos County, Colorado",08021,"$21,251","$45,147","$54,808","$67,881","$33,649","$40,288","$45,892","$49,789","$33,649","$50,028","$60,681","$69,626"
"Costilla County, Colorado",08023,"$21,251","$45,147","$54,808","$69,916","$33,649","$40,288","$45,892","$51,824","$33,649","$50,028","$60,681","$71,661"
"Crowley County, Colorado",08025,"$20,596","$45,147","$54,808","$67,937","$32,729","$40,288","$45,892","$49,844","$32,729","$50,028","$60,681","$69,682"
"Custer County, Colorado",08027,"$20,596","$45,147","$54,808","$68,383","$32,729","$40,288","$45,892","$50,290","$32,729","$50,028","$60,681","$70,128"
"Delta County, Colorado",08029,"$21,851","$46,862","$56,522","$70,028","$33,997","$42,002","$47,606","$51,935","$33,997","$51,743","$62,395","$71,773"
"Denver County, Colorado",08031,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"Dolores County, Colorado",08033,"$21,251","$45,147","$54,808","$69,916","$33,649","$40,288","$45,892","$51,824","$33,649","$50,028","$60,681","$71,661"
"Douglas County, Colorado",08035,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"Eagle County, Colorado",08037,"$26,297","$52,911","$62,571","$78,363","$38,471","$48,051","$53,655","$60,270","$38,471","$57,792","$68,445","$80,108"
"Elbert County, Colorado",08039,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"El Paso County, Colorado",08041,"$21,056","$47,517","$57,177","$73,401","$34,833","$42,657","$48,261","$55,308","$34,833","$52,398","$63,050","$75,146"
"Fremont County, Colorado",08043,"$21,544","$45,524","$55,184","$70,125","$33,858","$40,664","$46,268","$52,033","$33,858","$50,405","$61,057","$71,870"
"Garfield County, Colorado",08045,"$25,530","$51,879","$61,540","$76,342","$37,705","$47,020","$52,624","$58,249","$37,705","$56,760","$67,413","$78,087"
"Gilpin County, Colorado",08047,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"Grand County, Colorado",08049,"$23,175","$48,674","$58,334","$74,195","$35,335","$43,814","$49,418","$56,102","$35,335","$53,555","$64,207","$75,940"
"Gunnison County, Colorado",08051,"$22,199","$48,716","$58,376","$72,328","$35,363","$43,856","$49,460","$54,235","$35,363","$53,596","$64,249","$74,073"
"Hinsdale County, Colorado",08053,"$23,272","$48,283","$57,944","$73,289","$35,419","$43,424","$49,028","$55,197","$35,419","$53,164","$63,817","$75,034"
"Huerfano County, Colorado",08055,"$21,210","$45,984","$55,644","$68,927","$33,342","$41,124","$46,728","$50,834","$33,342","$50,865","$61,517","$70,672"
"Jackson County, Colorado",08057,"$21,488","$45,956","$55,616","$68,899","$33,621","$41,096","$46,700","$50,806","$33,621","$50,837","$61,489","$70,644"
"Jefferson County, Colorado",08059,"$22,436","$49,649","$59,310","$76,467","$36,506","$44,790","$50,394","$58,374","$36,506","$54,530","$65,183","$78,212"
"Kiowa County, Colorado",08061,"$20,875","$45,147","$54,808","$67,881","$33,007","$40,288","$45,892","$49,789","$33,007","$50,028","$60,681","$69,626"
"Kit Carson County, Colorado",08063,"$20,596","$45,147","$54,808","$67,881","$32,729","$40,288","$45,892","$49,789","$32,729","$50,028","$60,681","$69,626"
"Lake County, Colorado",08065,"$23,412","$49,942","$59,603","$73,861","$36,269","$45,082","$50,686","$55,768","$36,269","$54,823","$65,476","$75,606"
"La Plata County, Colorado",08067,"$23,774","$49,120","$58,780","$74,251","$36,492","$44,260","$49,864","$56,158","$36,492","$54,001","$64,653","$75,996"
"Larimer County, Colorado",08069,"$22,464","$48,757","$58,418","$75,227","$36,534","$43,898","$49,502","$57,134","$36,534","$53,638","$64,291","$76,972"
"Las Animas County, Colorado",08071,"$21,070","$45,803","$55,463","$70,098","$33,217","$40,943","$46,547","$52,005","$33,217","$50,683","$61,336","$71,842"
"Lincoln County, Colorado",08073,"$21,530","$45,858","$55,519","$68,773","$33,676","$40,998","$46,603","$50,681","$33,676","$50,739","$61,392","$70,518"
"Logan County, Colorado",08075,"$19,412","$45,231","$54,892","$67,993","$32,784","$40,371","$45,975","$49,900","$32,784","$50,112","$60,765","$69,738"
"Mesa County, Colorado",08077,"$20,805","$46,931","$56,592","$72,537","$34,178","$42,072","$47,676","$54,444","$34,178","$51,812","$62,465","$74,282"
"Mineral County, Colorado",08079,"$22,492","$47,266","$56,927","$70,530","$34,638","$42,406","$48,010","$52,437","$34,638","$52,147","$62,800","$72,275"
"Moffat County, Colorado",08081,"$22,102","$46,555","$56,216","$71,979","$34,248","$41,695","$47,300","$53,886","$34,248","$51,436","$62,089","$73,724"
"Montezuma County, Colorado",08083,"$21,251","$45,147","$54,808","$69,916","$33,649","$40,288","$45,892","$51,824","$33,649","$50,028","$60,681","$71,661"
"Montrose County, Colorado",08085,"$20,833","$46,862","$56,522","$71,784","$33,997","$42,002","$47,606","$53,691","$33,997","$51,743","$62,395","$73,529"
"Morgan County, Colorado",08087,"$21,084","$45,468","$55,129","$68,732","$33,217","$40,608","$46,212","$50,639","$33,217","$50,349","$61,002","$70,477"
"Otero County, Colorado",08089,"$19,356","$45,147","$54,808","$67,881","$32,729","$40,288","$45,892","$49,789","$32,729","$50,028","$60,681","$69,626"
"Ouray County, Colorado",08091,"$24,443","$50,402","$60,063","$77,652","$36,603","$45,542","$51,146","$59,559","$36,603","$55,283","$65,936","$79,397"
